turbidity_ntu,temperature_c,conductance_ms,ph,do_mg_l,rain_day0_in,rain_lag1_in,rain_lag2_in,rain_3day_cum,month,doy_sin,doy_cos,hour,station_id,ecoli_cfu,date_collected,source
,1.904,,7.59,,0.0,0.0,0.0,0.0,12,-0.154308820664281,0.9880226656636976,9,83,41.0,2025-12-22 09:52:00,mystic
,1.996,,7.67,11.61,0.0,0.0,0.0,0.0,12,-0.154308820664281,0.9880226656636976,9,66,86.0,2025-12-22 09:45:00,mystic
,1.986,,7.06,12.11,0.0,0.0,0.0,0.0,12,-0.154308820664281,0.9880226656636976,9,177,145.0,2025-12-22 09:05:00,mystic
,4.014,,7.47,9.83,0.04,0.0,0.0,0.04,12,-0.3536761221763721,0.935367949313148,10,83,30.0,2025-12-10 10:08:00,mystic
,2.575,,7.61,10.01,0.04,0.0,0.0,0.04,12,-0.3536761221763721,0.935367949313148,10,66,292.0,2025-12-10 10:00:00,mystic
,2.264,,7.67,10.94,0.04,0.0,0.0,0.04,12,-0.3536761221763721,0.935367949313148,9,177,62.0,2025-12-10 09:11:00,mystic
,7.403,,7.05,8.09,0.0,0.0,0.1,0.1,11,-0.594726686960764,0.8039279618328208,9,83,10.0,2025-11-24 09:53:00,mystic
,6.808,,7.02,9.09,0.0,0.0,0.1,0.1,11,-0.594726686960764,0.8039279618328208,9,66,74.0,2025-11-24 09:44:00,mystic
,6.298,,6.24,9.34,0.0,0.0,0.1,0.1,11,-0.594726686960764,0.8039279618328208,8,177,331.0,2025-11-24 08:58:00,mystic
,6.854,,6.5,10.91,0.01,0.0,0.0,0.01,11,-0.7354170229639858,0.6776147890466887,11,167,292.0,2025-11-13 11:41:00,mystic
,9.858,,7.1,7.95,0.01,0.0,0.0,0.01,11,-0.7354170229639858,0.6776147890466887,10,83,31.0,2025-11-13 10:01:00,mystic
,9.468,,7.2,8.07,0.01,0.0,0.0,0.01,11,-0.7354170229639858,0.6776147890466887,9,66,86.0,2025-11-13 09:54:00,mystic
,7.863,,6.63,8.59,0.01,0.0,0.0,0.01,11,-0.7354170229639858,0.6776147890466887,9,177,216.0,2025-11-13 09:12:00,mystic
,10.714,,7.49,10.59,0.0,0.0,0.0,0.0,10,-0.8840675099433637,0.467359217158002,9,167,132.0,2025-10-29 09:09:00,mystic
,11.682,,6.81,9.92,0.0,0.0,0.0,0.0,10,-0.8840675099433637,0.467359217158002,8,66,132.0,2025-10-29 08:28:00,mystic
,12.144,,6.89,8.8,0.0,0.0,0.0,0.0,10,-0.8840675099433637,0.467359217158002,8,83,563.0,2025-10-29 08:28:00,mystic
,11.237,,5.94,8.86,0.0,0.0,0.0,0.0,10,-0.8840675099433637,0.467359217158002,7,177,109.0,2025-10-29 07:50:00,mystic
,,,,,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,9,74,882.0,2025-10-23 09:27:00,mystic
,,,,,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,9,174,1080.0,2025-10-23 09:26:00,mystic
,,,,,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,9,172,860.0,2025-10-23 09:13:00,mystic
,,,,,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,9,277,767.0,2025-10-23 09:12:00,mystic
,,,,,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,9,276,663.0,2025-10-23 09:03:00,mystic
5.61,14.106,,6.87,7.82,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,8,59,246.0,2025-10-23 08:53:00,mystic
,,,,,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,8,70,1230.0,2025-10-23 08:52:00,mystic
5.17,14.166,,6.72,5.76,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,8,176,428.0,2025-10-23 08:44:00,mystic
,,,,,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,8,83,269.0,2025-10-23 08:40:00,mystic
,,,,,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,8,57,285.0,2025-10-23 08:33:00,mystic
5.46,14.006,,6.73,6.36,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,8,67,309.0,2025-10-23 08:32:00,mystic
3.53,14.319,,6.34,6.31,0.0,0.41,0.0,0.41,10,-0.9275416835791964,0.3737197147904692,8,56,292.0,2025-10-23 08:12:00,mystic
3.43,12.479,,7.46,7.46,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,10,74,443.0,2025-10-16 10:14:00,mystic
,,,,,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,10,174,404.0,2025-10-16 10:10:00,mystic
3.11,14.439,,7.53,6.91,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,10,56,173.0,2025-10-16 10:10:00,mystic
2.88,11.929,,7.08,6.16,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,9,172,471.0,2025-10-16 09:57:00,mystic
4.07,11.942,,7.09,6.74,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,9,277,520.0,2025-10-16 09:54:00,mystic
5.1,13.609,,7.61,8.23,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,9,67,121.0,2025-10-16 09:52:00,mystic
2.76,11.941,,7.15,6.88,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,9,276,350.0,2025-10-16 09:47:00,mystic
4.5,13.447,,7.65,7.98,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,9,176,350.0,2025-10-16 09:38:00,mystic
1.62,12.029,,6.92,6.54,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,9,70,292.0,2025-10-16 09:35:00,mystic
4.86,13.55,,8.07,9.54,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,9,59,275.0,2025-10-16 09:31:00,mystic
0.2,14.686,,7.07,7.26,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,9,83,86.0,2025-10-16 09:28:00,mystic
0.28,14.77,,6.73,7.61,0.0,0.0,0.3,0.3,10,-0.965739937654855,0.2595117970697994,9,57,121.0,2025-10-16 09:18:00,mystic
0.26,15.851,,7.43,7.76,0.3,1.67,0.4499999999999999,2.42,10,-0.9741004551724206,0.226115685508288,9,83,195.0,2025-10-14 09:09:00,mystic
0.88,15.685,,7.49,7.33,0.3,1.67,0.4499999999999999,2.42,10,-0.9741004551724206,0.226115685508288,9,66,435.0,2025-10-14 09:00:00,mystic
0.88,15.685,,7.49,7.33,0.3,1.67,0.4499999999999999,2.42,10,-0.9741004551724206,0.226115685508288,9,66,341.0,2025-10-14 09:00:00,mystic
2.3,14.474,,8.02,7.57,0.3,1.67,0.4499999999999999,2.42,10,-0.9741004551724206,0.226115685508288,8,177,1450.0,2025-10-14 08:18:00,mystic
5.01,17.736,,7.12,7.92,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,9,59,4350.0,2025-10-09 09:01:00,mystic
5.24,17.47,,6.9,6.08,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,8,176,19900.0,2025-10-09 08:53:00,mystic
,15.017,,6.78,2.66,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,8,74,13000.0,2025-10-09 08:44:00,mystic
,,,,,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,8,174,14100.0,2025-10-09 08:43:00,mystic
4.8,17.292,,7.09,7.34,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,8,67,4110.0,2025-10-09 08:41:00,mystic
,15.024,,6.96,7.43,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,8,172,10500.0,2025-10-09 08:26:00,mystic
,15.165,,6.86,4.88,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,8,277,13000.0,2025-10-09 08:23:00,mystic
1.82,17.339,,6.75,6.65,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,8,56,6130.0,2025-10-09 08:21:00,mystic
,15.003,,6.73,5.1,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,8,276,17300.0,2025-10-09 08:16:00,mystic
,15.165,,6.44,5.42,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,8,70,24200.0,2025-10-09 08:04:00,mystic
,17.896,,6.73,8.39,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,7,83,573.0,2025-10-09 07:58:00,mystic
,17.975,,6.79,7.89,0.0,0.85,0.0,0.85,10,-0.989932495087353,0.141540295217043,7,57,426.0,2025-10-09 07:47:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,11,67,1110.0,2025-10-08 11:08:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,11,167,1940.0,2025-10-08 11:00:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,10,66,13000.0,2025-10-08 10:45:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,10,57,39900.0,2025-10-08 10:15:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,9,83,13000.0,2025-10-08 09:59:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,9,74,53800.0,2025-10-08 09:29:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,9,174,153000.0,2025-10-08 09:24:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,9,172,49600.0,2025-10-08 09:11:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,9,277,57300.0,2025-10-08 09:11:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,9,276,58300.0,2025-10-08 09:00:00,mystic
,,,,,0.85,0.0,0.0,0.85,10,-0.9922222094179324,0.1244792638867886,8,70,35000.0,2025-10-08 08:48:00,mystic
,18.098,,7.23,8.24,0.0,0.0,0.0,0.0,10,-0.9997685019798908,0.0215160974362222,9,83,175.0,2025-10-02 09:05:00,mystic
,17.149,,7.06,7.65,0.0,0.0,0.0,0.0,10,-0.9997685019798908,0.0215160974362222,8,66,148.0,2025-10-02 08:56:00,mystic
,19.016,,6.29,9.42,0.0,0.0,0.0,0.0,10,-0.9997685019798908,0.0215160974362222,8,177,41.0,2025-10-02 08:13:00,mystic
1.88,18.544,,7.78,9.98,0.0,0.0,0.0,0.0,10,-0.9997685019798908,0.0215160974362222,7,167,63.0,2025-10-02 07:46:00,mystic
6.21,14.653,,7.03,3.8,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,9,74,86.0,2025-10-01 09:16:00,mystic
,,,,,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,9,174,97.0,2025-10-01 09:14:00,mystic
7.89,19.753,,7.95,8.41,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,9,83,98.0,2025-10-01 09:14:00,mystic
11.51,18.259,,7.68,7.43,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,9,57,74.0,2025-10-01 09:09:00,mystic
1.27,14.343,,7.08,4.71,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,8,172,73.0,2025-10-01 08:58:00,mystic
2.72,14.327,,7.05,4.25,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,8,277,158.0,2025-10-01 08:56:00,mystic
4.22,14.672,,6.97,4.19,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,8,276,31.0,2025-10-01 08:50:00,mystic
8.06,20.126,,7.71,6.5,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,8,56,86.0,2025-10-01 08:46:00,mystic
1.22,16.84,,6.52,3.98,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,8,70,318.0,2025-10-01 08:39:00,mystic
10.54,20.487,,8.43,9.93,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,8,67,86.0,2025-10-01 08:35:00,mystic
9.69,19.945,,8.25,10.3,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,8,176,275.0,2025-10-01 08:24:00,mystic
9.83,20.261,,8.88,10.59,0.0,0.0,0.0,0.0,10,-0.99999073973619,0.0043035382962438,8,59,108.0,2025-10-01 08:18:00,mystic
,18.644,,6.99,4.08,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,9,74,3650.0,2025-09-24 09:37:00,mystic
,,,,,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,9,174,75.0,2025-09-24 09:30:00,mystic
,18.438,,6.98,4.65,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,9,172,120.0,2025-09-24 09:19:00,mystic
,18.444,,7.06,4.74,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,9,277,259.0,2025-09-24 09:16:00,mystic
,18.573,,7.02,4.13,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,9,276,97.0,2025-09-24 09:10:00,mystic
10.62,20.748,,8.4,9.76,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,9,59,20.0,2025-09-24 09:06:00,mystic
,19.787,,7.13,4.46,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,8,70,388.0,2025-09-24 08:59:00,mystic
9.23,20.431,,8.08,10.86,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,8,176,345.0,2025-09-24 08:57:00,mystic
,20.832,,7.47,8.6,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,8,83,122.0,2025-09-24 08:52:00,mystic
9.77,20.804,,7.99,9.27,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,8,67,31.0,2025-09-24 08:43:00,mystic
,20.344,,6.69,7.36,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,8,57,187.0,2025-09-24 08:41:00,mystic
6.49,19.449,,6.2,6.68,0.11,0.0,0.0,0.11,9,-0.9932568492674144,-0.1159345995955006,8,56,249.0,2025-09-24 08:19:00,mystic
7.4,18.56,,7.0,4.09,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,10,74,3450.0,2025-09-18 10:05:00,mystic
,,,,,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,9,174,420.0,2025-09-18 09:54:00,mystic
1.96,18.232,,6.96,3.61,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,9,172,1850.0,2025-09-18 09:45:00,mystic
,18.249,,6.91,2.95,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,9,277,2600.0,2025-09-18 09:42:00,mystic
4.19,18.205,,6.92,2.17,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,9,276,1560.0,2025-09-18 09:34:00,mystic
3.23,18.947,,7.14,5.37,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,9,70,8860.0,2025-09-18 09:20:00,mystic
4.0,20.198,,7.33,7.81,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,9,83,504.0,2025-09-18 09:12:00,mystic
8.08,19.29,,6.76,5.88,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,9,57,6130.0,2025-09-18 09:01:00,mystic
12.63,20.96,,8.57,10.69,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,8,59,41.0,2025-09-18 08:38:00,mystic
12.72,20.625,,7.86,10.64,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,8,176,107.0,2025-09-18 08:31:00,mystic
13.39,21.074,,8.34,9.73,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,8,67,73.0,2025-09-18 08:22:00,mystic
13.17,20.284,,7.92,7.5,0.11,0.0099999999999999,0.0,0.12,9,-0.9760105506323682,-0.2177232303965322,8,56,201.0,2025-09-18 08:08:00,mystic
0.0,20.824,,7.38,8.11,0.0,0.0,0.0,0.0,9,-0.9634705485641486,-0.2678143051621748,8,83,108.0,2025-09-15 08:53:00,mystic
0.1,20.173,,6.94,7.2,0.0,0.0,0.0,0.0,9,-0.9634705485641486,-0.2678143051621748,8,66,107.0,2025-09-15 08:44:00,mystic
1.41,20.231,,6.78,9.29,0.0,0.0,0.0,0.0,9,-0.9634705485641486,-0.2678143051621748,8,177,86.0,2025-09-15 08:03:00,mystic
,20.381,,8.33,10.44,0.0,0.0,0.0,0.0,9,-0.9634705485641486,-0.2678143051621748,7,167,63.0,2025-09-15 07:52:00,mystic
1.03,20.571,,7.96,7.77,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,10,83,195.0,2025-09-10 10:02:00,mystic
0.82,20.423,,7.99,7.68,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,9,57,110.0,2025-09-10 09:56:00,mystic
1.97,19.906,,7.73,7.0,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,9,56,185.0,2025-09-10 09:29:00,mystic
4.72,20.455,,7.78,7.43,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,9,67,63.0,2025-09-10 09:18:00,mystic
,18.109,,6.97,6.99,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,9,74,355.0,2025-09-10 09:12:00,mystic
2.3,19.885,,7.84,6.0,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,9,176,262.0,2025-09-10 09:08:00,mystic
,,,,,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,9,174,315.0,2025-09-10 09:07:00,mystic
5.17,20.537,,8.3,9.03,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,9,59,63.0,2025-09-10 09:01:00,mystic
,17.365,,6.99,5.82,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,8,172,393.0,2025-09-10 08:52:00,mystic
,17.379,,7.01,5.61,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,8,277,262.0,2025-09-10 08:50:00,mystic
,17.286,,6.96,5.35,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,8,276,305.0,2025-09-10 08:43:00,mystic
,17.496,,6.82,5.31,0.0,0.0,0.0,0.0,9,-0.9368813462954316,-0.3496474552512282,8,70,211.0,2025-09-10 08:29:00,mystic
,21.432,,7.85,8.59,0.0,0.0,0.0,0.0,9,-0.8800122039735356,-0.4749510720670502,9,83,108.0,2025-09-02 09:06:00,mystic
,20.167,,7.28,6.93,0.0,0.0,0.0,0.0,9,-0.8800122039735356,-0.4749510720670502,8,66,203.0,2025-09-02 08:58:00,mystic
,20.167,,7.28,6.93,0.0,0.0,0.0,0.0,9,-0.8800122039735356,-0.4749510720670502,8,66,213.0,2025-09-02 08:58:00,mystic
,21.5,,7.0,7.13,0.0,0.0,0.0,0.0,9,-0.8800122039735356,-0.4749510720670502,8,177,41.0,2025-09-02 08:17:00,mystic
2.0,18.313,,7.2,5.8,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,9,74,24200.0,2025-08-21 09:29:00,mystic
,,,,,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,9,174,422.0,2025-08-21 09:28:00,mystic
3.56,17.034,,7.19,5.35,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,9,172,8160.0,2025-08-21 09:07:00,mystic
0.85,17.093,,7.13,3.78,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,9,277,9210.0,2025-08-21 09:04:00,mystic
1.75,16.934,,7.16,3.59,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,8,276,8660.0,2025-08-21 08:57:00,mystic
9.63,21.141,,7.81,6.88,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,8,56,10.0,2025-08-21 08:44:00,mystic
0.79,17.269,,7.17,4.35,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,8,70,1020.0,2025-08-21 08:43:00,mystic
14.65,21.669,,8.47,7.6,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,8,67,275.0,2025-08-21 08:33:00,mystic
12.25,20.993,,7.67,6.73,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,8,57,295.0,2025-08-21 08:32:00,mystic
3.47,21.671,,7.96,8.0,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,8,83,135.0,2025-08-21 08:26:00,mystic
13.28,21.513,,8.1,7.57,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,8,176,31.0,2025-08-21 08:23:00,mystic
14.99,21.66,,9.01,8.85,0.0,0.24,0.0,0.24,8,-0.7638886127905429,-0.64534811322955,8,59,85.0,2025-08-21 08:18:00,mystic
,25.533,,8.1,8.35,0.0,0.0,0.0,0.0,8,-0.7295575540864876,-0.6839194216246105,8,83,96.0,2025-08-18 08:36:00,mystic
,24.677,,7.27,6.44,0.0,0.0,0.0,0.0,8,-0.7295575540864876,-0.6839194216246105,8,66,110.0,2025-08-18 08:29:00,mystic
7.89,25.148,,8.58,9.14,0.0,0.0,0.0,0.0,8,-0.7295575540864876,-0.6839194216246105,7,167,41.0,2025-08-18 07:52:00,mystic
,25.387,,7.05,7.82,0.0,0.0,0.0,0.0,8,-0.7295575540864876,-0.6839194216246105,7,177,74.0,2025-08-18 07:48:00,mystic
1.76,27.173,,8.38,8.47,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,10,83,85.0,2025-08-14 10:14:00,mystic
1.18,27.256,,8.27,8.01,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,10,57,109.0,2025-08-14 10:08:00,mystic
1.08,27.188,,7.92,7.49,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,9,56,31.0,2025-08-14 09:41:00,mystic
8.26,27.498,,9.04,10.25,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,9,67,160.0,2025-08-14 09:26:00,mystic
11.04,27.785,,9.12,10.75,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,9,176,52.0,2025-08-14 09:16:00,mystic
9.61,27.425,,9.32,10.98,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,9,59,20.0,2025-08-14 09:10:00,mystic
12.53,23.36,,7.06,4.71,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,8,74,771.0,2025-08-14 08:39:00,mystic
,,,,,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,8,174,464.0,2025-08-14 08:38:00,mystic
1.26,23.19,,6.92,2.49,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,8,172,98.0,2025-08-14 08:16:00,mystic
6.98,23.118,,6.93,2.57,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,8,277,135.0,2025-08-14 08:13:00,mystic
6.44,23.6,,6.85,2.41,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,8,276,120.0,2025-08-14 08:05:00,mystic
1.66,24.269,,6.77,1.35,0.24,0.0,0.0,0.24,8,-0.6807734094770159,-0.7324940716135792,7,70,187.0,2025-08-14 07:53:00,mystic
0.91,23.755,,7.79,8.32,0.0,0.0,0.0,0.0,8,-0.6016240632249227,-0.7987793728863648,8,83,189.0,2025-08-08 08:28:00,mystic
0.1,23.483,,7.43,6.67,0.0,0.0,0.0,0.0,8,-0.6016240632249227,-0.7987793728863648,8,66,98.0,2025-08-08 08:19:00,mystic
,24.069,,8.68,10.0,0.0,0.0,0.0,0.0,8,-0.6016240632249227,-0.7987793728863648,8,167,41.0,2025-08-08 08:01:00,mystic
2.18,22.935,,6.97,8.6,0.0,0.0,0.0,0.0,8,-0.6016240632249227,-0.7987793728863648,7,177,41.0,2025-08-08 07:41:00,mystic
3.56,24.167,,8.07,8.47,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,9,83,135.0,2025-08-07 09:35:00,mystic
1.47,24.347,,7.86,8.44,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,9,57,109.0,2025-08-07 09:30:00,mystic
,20.861,,7.06,5.86,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,9,74,171.0,2025-08-07 09:22:00,mystic
,,,,,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,9,174,171.0,2025-08-07 09:15:00,mystic
5.28,23.634,,7.79,7.39,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,9,56,556.0,2025-08-07 09:04:00,mystic
,19.593,,7.04,4.06,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,9,172,173.0,2025-08-07 09:03:00,mystic
,19.617,,7.11,4.68,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,9,277,246.0,2025-08-07 09:01:00,mystic
,19.65,,7.14,5.43,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,8,276,175.0,2025-08-07 08:55:00,mystic
7.32,24.414,,8.97,9.7,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,8,67,41.0,2025-08-07 08:52:00,mystic
,21.405,,6.96,3.34,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,8,70,175.0,2025-08-07 08:45:00,mystic
6.94,23.733,,8.6,9.12,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,8,176,122.0,2025-08-07 08:42:00,mystic
12.4,24.238,,9.21,9.62,0.0,0.0,0.0,0.0,8,-0.5877852522924734,-0.8090169943749472,8,59,52.0,2025-08-07 08:38:00,mystic
,26.141,,7.61,6.73,0.1,0.0,0.0,0.1,7,-0.3935902766564664,-0.9192859697186104,8,83,63.0,2025-07-25 08:45:00,mystic
,25.24,,7.4,4.45,0.1,0.0,0.0,0.1,7,-0.3935902766564664,-0.9192859697186104,8,66,148.0,2025-07-25 08:38:00,mystic
,25.756,,8.31,9.72,0.1,0.0,0.0,0.1,7,-0.3935902766564664,-0.9192859697186104,8,177,31.0,2025-07-25 08:02:00,mystic
,25.756,,8.31,9.72,0.1,0.0,0.0,0.1,7,-0.3935902766564664,-0.9192859697186104,8,177,98.0,2025-07-25 08:02:00,mystic
,25.402,,8.73,10.46,0.1,0.0,0.0,0.1,7,-0.3935902766564664,-0.9192859697186104,7,167,52.0,2025-07-25 07:47:00,mystic
2.72,26.59,,7.37,6.85,0.0,0.0,0.0,0.0,7,-0.3777079652039646,-0.92592477719385,12,57,10.0,2025-07-24 12:13:00,mystic
8.84,26.019,,7.37,7.07,0.0,0.0,0.0,0.0,7,-0.3777079652039646,-0.92592477719385,12,83,121.0,2025-07-24 12:07:00,mystic
10.37,24.744,,9.28,12.21,0.0,0.0,0.0,0.0,7,-0.3777079652039646,-0.92592477719385,9,59,10.0,2025-07-24 09:14:00,mystic
